AuditID,AuditDate,PlantLocation,Department,Auditor,AuditType,FindingType,Severity,Status,DaysToClose
AUD-005582,2025-08-20,Shanghai Plant,Quality,Catherine Johns,Process Audit,Calibration,Minor,Closed,14.0
AUD-005583,2024-05-14,Houston Plant,EHS,Mary Parks,Safety Audit,Training,Minor,Closed,12.0
AUD-005584,2023-01-24,Bangalore Plant,Engineering,Mark Williamson,Process Audit,Supplier Issue,Critical,In Progress,
AUD-005585,2025-01-20,Suzhou Plant,Supply Chain,Douglas Blanchard,Internal Audit,Supplier Issue,Major,In Progress,
AUD-005586,2024-12-09,Juarez Plant,Engineering,Phillip Padilla PhD,Process Audit,Calibration,Minor,In Progress,
AUD-005587,2023-03-03,Juarez Plant,Quality,Juan Galvan,Supplier Audit,Process Deviation,Minor,Closed,11.0
AUD-005588,2024-11-04,Juarez Plant,Maintenance,Leslie Diaz,ISO 9001 Audit,Documentation,Major,Closed,28.0
AUD-005589,2024-07-18,Shanghai Plant,Manufacturing,David Potter,Safety Audit,Calibration,Minor,Closed,8.0
AUD-005590,2025-01-16,Juarez Plant,HR,Adam Long,ISO 9001 Audit,Training,Critical,Closed,42.0
AUD-005591,2025-02-27,Houston Plant,Quality,Lisa Booker,Supplier Audit,Documentation,Major,Closed,39.0
AUD-005592,2024-12-03,Shanghai Plant,EHS,Alexandria Vaughn,Internal Audit,Supplier Issue,Minor,In Progress,
AUD-005593,2023-02-11,Juarez Plant,Maintenance,April Bailey,Supplier Audit,Process Deviation,Major,In Progress,
AUD-005594,2024-07-23,Monterrey Plant,Engineering,Sherry Patterson,Internal Audit,Equipment Issue,Minor,In Progress,
AUD-005595,2025-10-26,Suzhou Plant,EHS,Melissa Wolf,Safety Audit,Supplier Issue,Major,In Progress,
AUD-005596,2023-07-26,Houston Plant,HR,Joshua Sims,ISO 9001 Audit,Training,Minor,Closed,6.0
AUD-005597,2024-09-23,Bangalore Plant,Quality,Tina Mooney,ISO 9001 Audit,Supplier Issue,Minor,Closed,15.0
AUD-005598,2025-05-09,Monterrey Plant,EHS,Luis Mcclain,ISO 9001 Audit,Calibration,Critical,Closed,39.0
AUD-005599,2025-09-04,Monterrey Plant,Supply Chain,Heather Wolf,Safety Audit,Documentation,Minor,Closed,14.0
AUD-005600,2023-12-07,Bangalore Plant,EHS,James Bradley,Process Audit,Calibration,Major,Closed,12.0
AUD-005601,2023-05-12,Shanghai Plant,HR,Isaiah Jones,Supplier Audit,Equipment Issue,Minor,Closed,12.0
AUD-005602,2024-11-16,Pune Plant,Warehouse,Victor Hudson,Supplier Audit,Training,Minor,In Progress,
AUD-005603,2025-07-22,Bangalore Plant,HR,Maria Sanders,Safety Audit,Process Deviation,Minor,Closed,7.0
AUD-005604,2025-10-08,Frankfurt Plant,Manufacturing,Thomas Holloway,Supplier Audit,Supplier Issue,Minor,Closed,5.0
AUD-005605,2023-07-15,Pune Plant,Maintenance,Joshua Love,Supplier Audit,Documentation,Major,Closed,26.0
AUD-005606,2025-06-29,Shanghai Plant,Warehouse,Andrew Dominguez,Internal Audit,Equipment Issue,Minor,Closed,13.0
AUD-005607,2025-05-15,Juarez Plant,Maintenance,John Adams,Process Audit,Supplier Issue,Critical,Closed,31.0
AUD-005608,2025-04-21,Bangalore Plant,Supply Chain,Michelle Huber,Supplier Audit,Training,Minor,Closed,4.0
AUD-005609,2025-07-17,Juarez Plant,Engineering,Laura Roberts,Safety Audit,Equipment Issue,Major,Closed,24.0
AUD-005610,2023-11-02,Juarez Plant,Warehouse,Tracey Brooks,Process Audit,Process Deviation,Minor,In Progress,
AUD-005611,2025-04-15,Bangalore Plant,Warehouse,Aaron Henry,Safety Audit,Process Deviation,Critical,Closed,43.0
AUD-005612,2024-05-13,Bangalore Plant,EHS,Ryan Moore,Process Audit,Supplier Issue,Critical,Open,
AUD-005613,2023-10-20,Suzhou Plant,Warehouse,Daniel Chen,ISO 9001 Audit,Process Deviation,Major,Closed,29.0
AUD-005614,2023-09-04,Shanghai Plant,Warehouse,Angel Lewis,ISO 9001 Audit,Calibration,Minor,Closed,13.0
AUD-005615,2024-04-04,Monterrey Plant,Manufacturing,David Nolan,Supplier Audit,Process Deviation,Minor,Open,
AUD-005616,2023-05-01,Shanghai Plant,Manufacturing,Brian Medina,ISO 9001 Audit,Equipment Issue,Minor,Closed,9.0
AUD-005617,2025-03-23,Pune Plant,EHS,Antonio Lopez,ISO 9001 Audit,Documentation,Minor,Closed,16.0
AUD-005618,2023-11-15,Juarez Plant,EHS,Michaela Hernandez,Internal Audit,Process Deviation,Minor,In Progress,
AUD-005619,2025-05-30,Suzhou Plant,Engineering,Elizabeth Chase,Supplier Audit,Training,Major,Closed,26.0
AUD-005620,2025-07-28,Pune Plant,Supply Chain,Omar Johnson,Supplier Audit,Training,Minor,Closed,8.0
AUD-005621,2025-11-14,Juarez Plant,Quality,Steven Fisher,ISO 9001 Audit,Training,Minor,In Progress,
AUD-005622,2023-12-10,Frankfurt Plant,EHS,Heather Smith,Process Audit,Documentation,Minor,In Progress,
AUD-005623,2025-03-22,Frankfurt Plant,Engineering,Kimberly Mcintyre,ISO 9001 Audit,Calibration,Minor,Closed,4.0
AUD-005624,2025-09-15,Frankfurt Plant,Supply Chain,Dana Hernandez,ISO 9001 Audit,Process Deviation,Minor,Closed,9.0
AUD-005625,2025-11-15,Houston Plant,Supply Chain,Anita Long,ISO 9001 Audit,Supplier Issue,Critical,Closed,39.0
AUD-005626,2023-02-13,Bangalore Plant,HR,Chad Pennington,Internal Audit,Equipment Issue,Major,Closed,33.0
AUD-005627,2024-01-14,Pune Plant,HR,Michael Rosario,Safety Audit,Process Deviation,Critical,Closed,52.0
AUD-005628,2024-04-08,Pune Plant,Quality,Joyce Webster,ISO 9001 Audit,Process Deviation,Major,Closed,14.0
AUD-005629,2025-06-18,Pune Plant,HR,Kristie Hendrix MD,Supplier Audit,Training,Minor,Closed,10.0
AUD-005630,2024-01-02,Shanghai Plant,Maintenance,Shannon Miller,ISO 9001 Audit,Supplier Issue,Minor,Open,
AUD-005631,2024-07-22,Suzhou Plant,Engineering,Linda Henderson,Internal Audit,Process Deviation,Minor,In Progress,
AUD-005632,2023-01-25,Pune Plant,Warehouse,Anthony Ashley,Supplier Audit,Process Deviation,Minor,Closed,12.0
AUD-005633,2024-04-04,Juarez Plant,Supply Chain,Michael Khan,Safety Audit,Equipment Issue,Minor,Closed,15.0
AUD-005634,2025-02-27,Monterrey Plant,Maintenance,Stacey Thomas,ISO 9001 Audit,Documentation,Minor,In Progress,
AUD-005635,2024-10-07,Bangalore Plant,Quality,Joseph Jones,Supplier Audit,Process Deviation,Minor,Closed,13.0
AUD-005636,2023-01-18,Bangalore Plant,Warehouse,John Johnson,Internal Audit,Supplier Issue,Critical,Closed,56.0
AUD-005637,2025-03-27,Shanghai Plant,EHS,April Wallace,Process Audit,Training,Major,Closed,25.0
AUD-005638,2024-12-04,Bangalore Plant,HR,Gregory Martin,Safety Audit,Process Deviation,Major,Open,
AUD-005639,2023-11-05,Pune Plant,HR,Krista White,ISO 9001 Audit,Equipment Issue,Minor,Closed,11.0
AUD-005640,2024-01-19,Shanghai Plant,Warehouse,Tyler Garcia,ISO 9001 Audit,Supplier Issue,Major,Closed,35.0
AUD-005641,2025-07-03,Juarez Plant,Warehouse,Molly Jackson,Safety Audit,Calibration,Minor,Closed,5.0
AUD-005642,2024-11-16,Juarez Plant,Engineering,Thomas Floyd,Process Audit,Calibration,Minor,Open,
AUD-005643,2024-05-29,Shanghai Plant,Warehouse,Susan Sharp,Safety Audit,Process Deviation,Minor,Closed,8.0
AUD-005644,2025-05-16,Suzhou Plant,Supply Chain,Krystal Hamilton,Internal Audit,Process Deviation,Minor,Open,
AUD-005645,2024-07-21,Suzhou Plant,HR,Kathy Lewis,Supplier Audit,Training,Minor,Closed,7.0
AUD-005646,2023-11-06,Frankfurt Plant,Supply Chain,Joshua Miller,ISO 9001 Audit,Documentation,Minor,Closed,11.0
AUD-005647,2025-11-10,Frankfurt Plant,Quality,Emily Brady,Safety Audit,Equipment Issue,Critical,Closed,64.0
AUD-005648,2023-08-10,Frankfurt Plant,Supply Chain,Julie Padilla,Internal Audit,Supplier Issue,Minor,Closed,7.0
AUD-005649,2024-05-29,Frankfurt Plant,Engineering,Justin Williams,Safety Audit,Equipment Issue,Minor,In Progress,
AUD-005650,2023-09-02,Juarez Plant,Supply Chain,Willie Morgan,Safety Audit,Training,Major,Closed,4.0
AUD-005651,2023-01-17,Pune Plant,Manufacturing,Joseph Stokes,Supplier Audit,Equipment Issue,Minor,Closed,8.0
AUD-005652,2025-11-06,Houston Plant,Manufacturing,Cindy Kelley,Process Audit,Calibration,Minor,Closed,13.0
AUD-005653,2023-02-21,Shanghai Plant,Warehouse,Tommy Romero,Internal Audit,Calibration,Critical,Closed,53.0
AUD-005654,2025-02-10,Suzhou Plant,Engineering,Stephanie Lara,Safety Audit,Supplier Issue,Minor,Closed,11.0
AUD-005655,2023-03-19,Shanghai Plant,Supply Chain,Tyrone Collins,Internal Audit,Process Deviation,Critical,In Progress,
AUD-005656,2025-04-29,Shanghai Plant,Maintenance,Brendan Palmer,Process Audit,Calibration,Minor,In Progress,
AUD-005657,2025-05-30,Monterrey Plant,EHS,Paul Martin,Safety Audit,Documentation,Major,In Progress,
AUD-005658,2023-11-02,Suzhou Plant,Warehouse,Juan Gilbert,Process Audit,Documentation,Minor,In Progress,
AUD-005659,2025-07-25,Frankfurt Plant,Maintenance,Lori Roberson,Safety Audit,Equipment Issue,Major,In Progress,
AUD-005660,2024-10-19,Monterrey Plant,Quality,Matthew Moore,Internal Audit,Training,Major,Closed,22.0
AUD-005661,2024-04-03,Suzhou Plant,Quality,Donald Freeman,Supplier Audit,Process Deviation,Major,Closed,13.0
AUD-005662,2024-12-25,Suzhou Plant,EHS,Daniel Anderson,ISO 9001 Audit,Calibration,Major,In Progress,
AUD-005663,2025-10-02,Bangalore Plant,Quality,Kelly Rodriguez,Internal Audit,Calibration,Minor,Closed,11.0
AUD-005664,2024-04-26,Frankfurt Plant,HR,Troy Ward,Supplier Audit,Documentation,Minor,Closed,7.0
AUD-005665,2025-12-18,Bangalore Plant,HR,Christina Smith,Process Audit,Training,Minor,In Progress,
AUD-005666,2023-09-18,Frankfurt Plant,Engineering,Mark Smith,Safety Audit,Process Deviation,Minor,Open,
AUD-005667,2025-02-28,Shanghai Plant,Maintenance,Daniel Williams,Process Audit,Equipment Issue,Minor,Closed,17.0
AUD-005668,2025-01-15,Suzhou Plant,Warehouse,Melissa Robinson,Internal Audit,Supplier Issue,Minor,Closed,11.0
AUD-005669,2023-01-28,Houston Plant,Warehouse,Mitchell Jimenez,Supplier Audit,Documentation,Major,Closed,19.0
AUD-005670,2025-11-27,Frankfurt Plant,Engineering,Bethany Liu,Process Audit,Equipment Issue,Minor,Closed,7.0
AUD-005671,2025-08-28,Shanghai Plant,Warehouse,Mitchell Williams,Safety Audit,Training,Minor,Open,
AUD-005672,2023-02-01,Houston Plant,HR,Bianca Davis,Process Audit,Calibration,Major,Closed,24.0
AUD-005673,2025-04-29,Monterrey Plant,Supply Chain,Anthony King,Process Audit,Training,Critical,Closed,41.0
AUD-005674,2025-04-28,Bangalore Plant,Engineering,Michael Summers,Process Audit,Calibration,Minor,Closed,13.0
AUD-005675,2023-09-09,Bangalore Plant,Engineering,Ricky Hall,Supplier Audit,Equipment Issue,Major,Closed,26.0
AUD-005676,2025-08-21,Monterrey Plant,Manufacturing,Joyce Kelly,Safety Audit,Documentation,Minor,Open,
AUD-005677,2023-06-30,Pune Plant,EHS,Anne Medina,ISO 9001 Audit,Training,Minor,Closed,7.0
AUD-005678,2024-08-29,Suzhou Plant,Warehouse,Benjamin Johnson,Safety Audit,Calibration,Major,Closed,41.0
AUD-005679,2024-07-01,Houston Plant,EHS,Kyle Perry,Supplier Audit,Documentation,Minor,Closed,10.0
AUD-005680,2024-07-31,Houston Plant,Engineering,Melissa Newton,Process Audit,Training,Major,Closed,31.0
AUD-005681,2023-09-11,Juarez Plant,HR,James Franklin,Safety Audit,Equipment Issue,Major,In Progress,
AUD-005682,2023-04-13,Frankfurt Plant,HR,Caitlin Curry,ISO 9001 Audit,Process Deviation,Minor,Closed,7.0
AUD-005683,2023-10-06,Pune Plant,Manufacturing,Barbara Glover,Supplier Audit,Documentation,Major,Closed,28.0
AUD-005684,2024-04-16,Monterrey Plant,Maintenance,Ryan Harmon,ISO 9001 Audit,Documentation,Minor,Closed,11.0
AUD-005685,2023-06-23,Bangalore Plant,EHS,Andrea Hughes,Process Audit,Training,Minor,Closed,3.0
AUD-005686,2024-08-01,Houston Plant,Supply Chain,Keith Solis,Safety Audit,Training,Minor,Closed,17.0
AUD-005687,2023-10-02,Juarez Plant,Maintenance,Bryan Tucker,ISO 9001 Audit,Process Deviation,Minor,In Progress,
AUD-005688,2024-01-07,Bangalore Plant,EHS,Holly Grant,Internal Audit,Training,Minor,Closed,14.0
AUD-005689,2023-08-07,Frankfurt Plant,Warehouse,Ryan Skinner,Safety Audit,Calibration,Minor,Closed,8.0
AUD-005690,2025-06-03,Houston Plant,Manufacturing,Julia Mullins,Safety Audit,Process Deviation,Minor,Closed,6.0
AUD-005691,2025-12-30,Frankfurt Plant,EHS,Janet Graves,Process Audit,Documentation,Minor,Closed,11.0
AUD-005692,2024-08-07,Houston Plant,EHS,Angela Hunt,Supplier Audit,Equipment Issue,Minor,Closed,10.0
AUD-005693,2025-10-27,Suzhou Plant,Maintenance,Isaiah Turner,Safety Audit,Equipment Issue,Minor,Closed,11.0
AUD-005694,2024-05-15,Pune Plant,Supply Chain,Phillip Scott,Process Audit,Calibration,Minor,Closed,10.0
AUD-005695,2024-09-27,Juarez Plant,HR,Jessica Reynolds,Safety Audit,Calibration,Minor,Closed,11.0
AUD-005696,2025-04-22,Shanghai Plant,EHS,Melinda Jacobs,Safety Audit,Supplier Issue,Major,Closed,37.0
AUD-005697,2025-11-24,Shanghai Plant,HR,Danny Butler,Process Audit,Supplier Issue,Minor,Closed,11.0
AUD-005698,2024-10-28,Monterrey Plant,Maintenance,Matthew Bennett,Internal Audit,Documentation,Major,Closed,15.0
AUD-005699,2024-11-17,Bangalore Plant,EHS,Carl Jackson,Internal Audit,Documentation,Minor,Open,
AUD-005700,2024-07-29,Suzhou Plant,EHS,Stephen Wilson,Process Audit,Process Deviation,Minor,Closed,14.0
AUD-005701,2024-02-07,Juarez Plant,HR,Charles Robinson,ISO 9001 Audit,Supplier Issue,Major,Closed,39.0
AUD-005702,2023-06-25,Monterrey Plant,EHS,Chad Poole,Internal Audit,Documentation,Minor,Closed,21.0
AUD-005703,2023-09-10,Frankfurt Plant,Manufacturing,Matthew Dominguez,Process Audit,Supplier Issue,Major,Closed,15.0
AUD-005704,2025-04-15,Bangalore Plant,HR,Christian Shelton,Internal Audit,Calibration,Minor,Closed,10.0
AUD-005705,2025-09-27,Pune Plant,Warehouse,Makayla Friedman,Safety Audit,Equipment Issue,Minor,Closed,2.0
AUD-005706,2025-03-25,Pune Plant,EHS,Katherine Downs,Safety Audit,Documentation,Minor,Closed,11.0
AUD-005707,2023-01-04,Juarez Plant,Maintenance,Lisa Singh,Process Audit,Calibration,Major,Closed,20.0
AUD-005708,2023-11-17,Frankfurt Plant,Supply Chain,Brittany Allen,Safety Audit,Process Deviation,Minor,Closed,16.0
AUD-005709,2025-05-17,Frankfurt Plant,Warehouse,Robert Miller,Safety Audit,Training,Major,Closed,18.0
AUD-005710,2023-04-02,Juarez Plant,Warehouse,Melanie Baker,Process Audit,Equipment Issue,Minor,Closed,4.0
AUD-005711,2024-11-10,Frankfurt Plant,Quality,Gerald Allen,Process Audit,Training,Minor,Closed,8.0
AUD-005712,2024-11-01,Juarez Plant,Engineering,Vincent Hays,ISO 9001 Audit,Process Deviation,Critical,Closed,13.0
AUD-005713,2025-06-28,Monterrey Plant,Engineering,Valerie Lopez,ISO 9001 Audit,Calibration,Minor,In Progress,
AUD-005714,2025-12-25,Shanghai Plant,EHS,Anthony Schmidt,Internal Audit,Calibration,Minor,Closed,12.0
AUD-005715,2025-06-15,Juarez Plant,Quality,Dean Harris,Internal Audit,Equipment Issue,Minor,Closed,2.0
AUD-005716,2024-01-09,Pune Plant,Manufacturing,Rhonda Allen,ISO 9001 Audit,Calibration,Critical,Closed,45.0
AUD-005717,2025-03-18,Juarez Plant,HR,Ruben Charles,Supplier Audit,Process Deviation,Major,Open,
AUD-005718,2023-11-07,Monterrey Plant,Quality,Jennifer Brooks,Supplier Audit,Training,Minor,In Progress,
AUD-005719,2025-01-24,Houston Plant,HR,Jacqueline Owens,Internal Audit,Training,Minor,Closed,2.0
AUD-005720,2023-11-11,Bangalore Plant,Warehouse,Sydney Elliott,Process Audit,Calibration,Major,Closed,22.0
AUD-005721,2024-10-29,Juarez Plant,EHS,Gary Chavez,Process Audit,Calibration,Major,In Progress,
AUD-005722,2023-01-22,Pune Plant,EHS,Stephanie Salinas,ISO 9001 Audit,Training,Critical,In Progress,
AUD-005723,2025-12-06,Juarez Plant,Engineering,Raymond Valenzuela,ISO 9001 Audit,Calibration,Major,Closed,39.0
AUD-005724,2025-04-30,Frankfurt Plant,Quality,Theresa Ward,Safety Audit,Equipment Issue,Minor,Closed,11.0
AUD-005725,2024-02-24,Suzhou Plant,HR,Jacob Kennedy,Process Audit,Process Deviation,Major,Closed,17.0
AUD-005726,2024-11-14,Pune Plant,HR,Jenna Velazquez,Safety Audit,Calibration,Major,Closed,24.0
AUD-005727,2023-05-11,Houston Plant,Warehouse,Kathryn Rivers,Internal Audit,Documentation,Minor,Open,
AUD-005728,2025-03-17,Shanghai Plant,Engineering,Daniel Ramirez,Internal Audit,Calibration,Minor,In Progress,
AUD-005729,2023-06-08,Juarez Plant,HR,Greg Wood,Internal Audit,Calibration,Minor,Closed,10.0
AUD-005730,2025-10-23,Bangalore Plant,Quality,Susan Armstrong,Process Audit,Equipment Issue,Minor,In Progress,
AUD-005731,2025-09-02,Monterrey Plant,Engineering,Taylor Stark,ISO 9001 Audit,Equipment Issue,Major,Closed,29.0
AUD-005732,2023-12-01,Juarez Plant,Warehouse,Brandon Peterson,ISO 9001 Audit,Process Deviation,Minor,Closed,5.0
AUD-005733,2023-05-06,Pune Plant,Warehouse,Linda Morris,ISO 9001 Audit,Documentation,Minor,Closed,12.0
AUD-005734,2024-01-09,Shanghai Plant,HR,Laura Sanders,Supplier Audit,Calibration,Major,Closed,1.0
AUD-005735,2024-01-10,Houston Plant,EHS,Catherine Castaneda,Process Audit,Equipment Issue,Minor,Closed,7.0
AUD-005736,2023-08-03,Houston Plant,Engineering,Jesse Pollard,ISO 9001 Audit,Calibration,Critical,Closed,37.0
AUD-005737,2025-05-11,Frankfurt Plant,Manufacturing,Jacob Love,Internal Audit,Calibration,Minor,Closed,12.0
AUD-005738,2025-10-20,Shanghai Plant,EHS,Mrs. Janice Fitzpatrick,Safety Audit,Calibration,Minor,Closed,10.0
AUD-005739,2023-12-20,Suzhou Plant,Warehouse,Zachary Mckay,Internal Audit,Process Deviation,Minor,Closed,5.0
AUD-005740,2025-06-11,Monterrey Plant,Warehouse,Lauren Wright,Process Audit,Equipment Issue,Minor,Closed,6.0
AUD-005741,2025-01-24,Bangalore Plant,Warehouse,Teresa Velasquez,Safety Audit,Process Deviation,Major,Closed,26.0
AUD-005742,2023-02-22,Monterrey Plant,HR,Eugene Parker,Process Audit,Supplier Issue,Minor,In Progress,
AUD-005743,2023-12-30,Monterrey Plant,Engineering,Amy Knight,Safety Audit,Process Deviation,Major,Closed,24.0
AUD-005744,2025-12-15,Houston Plant,EHS,Randy Perez,Supplier Audit,Supplier Issue,Minor,In Progress,
AUD-005745,2025-04-19,Frankfurt Plant,Maintenance,Melanie Smith,ISO 9001 Audit,Calibration,Minor,Closed,7.0
AUD-005746,2025-04-24,Juarez Plant,Maintenance,Melissa Martinez,Process Audit,Supplier Issue,Major,Closed,20.0
AUD-005747,2024-05-17,Shanghai Plant,Quality,Samantha Gillespie,Safety Audit,Calibration,Major,Open,
AUD-005748,2023-04-11,Suzhou Plant,Manufacturing,Bryan Richardson,Supplier Audit,Calibration,Critical,Closed,55.0
AUD-005749,2023-02-22,Bangalore Plant,Warehouse,Anna Cantu,Safety Audit,Documentation,Minor,Closed,8.0
AUD-005750,2023-08-11,Suzhou Plant,Manufacturing,Christopher Cox,ISO 9001 Audit,Supplier Issue,Minor,Closed,9.0
AUD-005751,2025-10-04,Houston Plant,Maintenance,Diana Kemp,ISO 9001 Audit,Supplier Issue,Minor,Closed,17.0
AUD-005752,2025-05-24,Frankfurt Plant,HR,Taylor Salinas,ISO 9001 Audit,Calibration,Minor,Closed,5.0
AUD-005753,2024-05-11,Juarez Plant,Engineering,Ryan Santos,Supplier Audit,Equipment Issue,Minor,In Progress,
AUD-005754,2025-04-16,Monterrey Plant,Engineering,Amber Crawford,Process Audit,Equipment Issue,Minor,Closed,3.0
AUD-005755,2025-05-31,Shanghai Plant,Supply Chain,Carla Wong,Supplier Audit,Documentation,Minor,Closed,12.0
AUD-005756,2024-01-07,Juarez Plant,Engineering,Allison Rice,Process Audit,Calibration,Minor,Closed,7.0
AUD-005757,2024-10-03,Frankfurt Plant,Manufacturing,Sheri Hoover,Internal Audit,Calibration,Minor,Closed,8.0
AUD-005758,2023-01-08,Pune Plant,Maintenance,Jeremy Chavez,Safety Audit,Process Deviation,Minor,In Progress,
AUD-005759,2025-05-24,Juarez Plant,Supply Chain,Jennifer Nguyen,ISO 9001 Audit,Training,Minor,Closed,7.0
AUD-005760,2025-04-19,Bangalore Plant,HR,John Rodriguez,Safety Audit,Documentation,Minor,Closed,9.0
AUD-005761,2023-07-10,Houston Plant,EHS,Maria Williams,ISO 9001 Audit,Process Deviation,Major,Closed,38.0
AUD-005762,2025-01-17,Bangalore Plant,Engineering,Melody Ochoa,Safety Audit,Process Deviation,Major,Closed,32.0
AUD-005763,2024-09-05,Juarez Plant,Warehouse,Tara Brown,Internal Audit,Training,Critical,In Progress,
AUD-005764,2023-08-20,Suzhou Plant,Maintenance,Holly Banks,Internal Audit,Process Deviation,Critical,Closed,58.0
AUD-005765,2024-05-12,Juarez Plant,Warehouse,Amber Johnson,ISO 9001 Audit,Process Deviation,Minor,Closed,5.0
AUD-005766,2024-07-22,Monterrey Plant,Engineering,Scott Thompson,Process Audit,Supplier Issue,Minor,Closed,5.0
AUD-005767,2024-07-15,Shanghai Plant,EHS,Eric Flores,Safety Audit,Documentation,Minor,Closed,1.0
AUD-005768,2025-11-29,Houston Plant,EHS,Theresa Wilson,Process Audit,Equipment Issue,Minor,Closed,7.0
AUD-005769,2024-01-19,Pune Plant,Manufacturing,Eric Ponce,Supplier Audit,Supplier Issue,Major,Closed,33.0
AUD-005770,2023-01-26,Juarez Plant,Warehouse,Becky Sellers,Process Audit,Process Deviation,Minor,In Progress,
AUD-005771,2024-10-21,Shanghai Plant,Warehouse,Kendra Burton,Safety Audit,Training,Minor,Closed,11.0
AUD-005772,2024-07-21,Monterrey Plant,Maintenance,Wyatt Kerr,ISO 9001 Audit,Documentation,Critical,Closed,41.0
AUD-005773,2023-10-03,Pune Plant,Engineering,Craig Dean,ISO 9001 Audit,Calibration,Major,Closed,24.0
AUD-005774,2024-04-29,Bangalore Plant,Engineering,Christian Rowe,Safety Audit,Process Deviation,Minor,In Progress,
AUD-005775,2024-10-04,Monterrey Plant,Manufacturing,Nathan Burke,Safety Audit,Training,Minor,Open,
AUD-005776,2023-09-03,Juarez Plant,HR,Nicholas Chase,Supplier Audit,Equipment Issue,Critical,Closed,34.0
AUD-005777,2025-08-21,Houston Plant,Supply Chain,Hailey Ball,ISO 9001 Audit,Process Deviation,Major,In Progress,
AUD-005778,2024-05-21,Houston Plant,Manufacturing,Heather Barry,Safety Audit,Equipment Issue,Minor,Closed,10.0
